Rank,Major,Major_category,Total,Sample_size,Men,Women,ShareWomen,Full_time_year_round,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,College_jobs_binned,Non_college_jobs_binned,Median_binned,Total_binned,Sample_size_binned,Men_binned,Women_binned,ShareWomen_binned,Full_time_year_round_binned,P25th_binned,P75th_binned,Low_wage_jobs_binned
11,COMPUTER ENGINEERING,Engineering,41542,399,33258,8284,0.199412643,23621,60000,45000,75000,23694,5721,980,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(5.72e+04,6.6e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.194,0.291]","(2.01e+04,4.01e+04]","(4.14e+04,4.91e+04]","(7.35e+04,8.38e+04]","(-48.2,4.82e+03]"
12,AEROSPACE ENGINEERING,Engineering,15058,147,65511,16016,0.196450256,8790,60000,42000,70000,8184,2425,372,"(6.67e+03,8.33e+03]","(-148,1.48e+04]","(5.72e+04,6.6e+04]","(-270,3.95e+04]","(-2.21,423]","(5.22e+04,6.96e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(4.14e+04,4.91e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
13,BIOMEDICAL ENGINEERING,Engineering,14955,79,80320,10907,0.119558903,5986,60000,36000,70000,6439,2471,789,"(5e+03,6.67e+03]","(-148,1.48e+04]","(5.72e+04,6.6e+04]","(-270,3.95e+04]","(-2.21,423]","(6.96e+04,8.7e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
14,MATERIALS SCIENCE,Engineering,4279,22,2949,1330,0.310820285,1967,60000,39000,65000,2626,391,81,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(5.72e+04,6.6e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
15,ENGINEERING MECHANICS PHYSICS AND SCIENCE,Engineering,4321,30,3526,795,0.183985189,2004,58000,25000,74000,2439,947,263,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(5.72e+04,6.6e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(7.35e+04,8.38e+04]","(-48.2,4.82e+03]"
16,BIOLOGICAL ENGINEERING,Engineering,8925,55,6062,2863,0.320784314,3413,57100,40000,76000,3603,1595,524,"(3.33e+03,5e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(7.35e+04,8.38e+04]","(-48.2,4.82e+03]"
17,INDUSTRIAL AND MANUFACTURING ENGINEERING,Engineering,18968,183,12453,6515,0.343473218,11326,57000,37900,67000,8306,3235,640,"(6.67e+03,8.33e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
18,GENERAL ENGINEERING,Engineering,61152,425,45683,15469,0.252959838,33540,56000,36000,69000,26898,11734,3192,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(3.95e+04,7.88e+04]","(423,844]","(3.49e+04,5.22e+04]","(-307,3.07e+04]","(0.194,0.291]","(2.01e+04,4.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
19,ARCHITECTURAL ENGINEERING,Engineering,2825,26,1835,990,0.350442478,1848,54000,38000,65000,1665,649,137,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
20,COURT REPORTING,Law & Public Policy,1148,14,877,271,0.236062718,808,54000,50000,54000,402,528,144,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(4.91e+04,5.68e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
21,COMPUTER SCIENCE,Computers & Mathematics,128319,1196,1837,2524,0.578766338,70932,53000,39000,70000,68622,25667,5144,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(4.84e+04,5.72e+04]","(1.18e+05,1.58e+05]","(844,1.26e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(6e+04,8e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(4.82e+03,9.64e+03]"
22,FOOD SCIENCE,Agriculture & Natural Resources,4361,36,99743,28576,0.222695002,1735,53000,32000,70000,1183,1274,485,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(8.7e+04,1.04e+05]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
23,ELECTRICAL ENGINEERING TECHNOLOGY,Engineering,11565,97,2020,973,0.325091881,5681,52000,35000,60000,5126,2686,696,"(5e+03,6.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
24,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Engineering,2993,22,8181,3384,0.292607004,1151,52000,35000,62000,1911,305,70,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
25,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,Business,18713,278,13496,5217,0.278790146,13017,51000,38000,60000,6342,5741,708,"(5e+03,6.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
26,CIVIL ENGINEERING,Engineering,53153,565,41081,12072,0.227117943,29196,50000,40000,60000,28526,9356,2899,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(3.95e+04,7.88e+04]","(423,844]","(3.49e+04,5.22e+04]","(-307,3.07e+04]","(0.194,0.291]","(2.01e+04,4.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
27,CONSTRUCTION SERVICES,Industrial Arts & Consumer Services,18498,295,2662,1385,0.342228811,12313,50000,36000,60000,3275,5351,703,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
28,OPERATIONS LOGISTICS AND E-COMMERCE,Business,11732,156,488,232,0.322222222,7724,50000,40000,60000,1466,3629,285,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
29,MISCELLANEOUS ENGINEERING,Engineering,9133,118,7398,1735,0.189970437,5476,50000,39000,65000,3445,2426,365,"(3.33e+03,5e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
30,PUBLIC POLICY,Law & Public Policy,5978,55,2695,905,0.251388889,2776,50000,35000,70000,1550,1871,340,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
31,ENVIRONMENTAL ENGINEERING,Engineering,4047,26,2639,3339,0.558548009,1951,50000,42000,56000,2028,830,260,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(4.14e+04,4.91e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
32,ENGINEERING TECHNOLOGIES,Engineering,3600,39,16820,1678,0.090712509,1723,50000,43000,60000,1017,1269,142,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(-0.000969,0.0969]","(-88.8,2.01e+04]","(4.14e+04,4.91e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
33,MISCELLANEOUS FINE ARTS,Arts,3340,30,1970,1370,0.410179641,1200,50000,25000,66000,693,1714,755,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
34,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,Engineering,720,5,7921,3811,0.32483805,396,50000,42800,57000,501,50,49,"(0,1.67e+03]","(-148,1.48e+04]","(4.84e+04,5.72e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(4.14e+04,4.91e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
35,NURSING,Health,209394,2554,21773,187621,0.896018988,122817,48000,39000,58000,151643,26146,6193,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(3.96e+04,4.84e+04]","(1.97e+05,2.36e+05]","(2.53e+03,2.95e+03]","(1.75e+04,3.49e+04]","(1.84e+05,2.15e+05]","(0.872,0.97]","(1.2e+05,1.4e+05]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(4.82e+03,9.64e+03]"
36,FINANCE,Business,174506,2189,89749,49498,0.355469059,108595,47000,35000,64000,24243,48447,9910,"(1.5e+04,1.52e+05]","(4.45e+04,5.94e+04]","(3.96e+04,4.84e+04]","(1.58e+05,1.97e+05]","(2.11e+03,2.53e+03]","(8.7e+04,1.04e+05]","(3.07e+04,6.14e+04]","(0.291,0.388]","(1e+05,1.2e+05]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(9.64e+03,1.45e+04]"
37,ECONOMICS,Social Science,139247,1322,115030,59476,0.340824957,70740,47000,35000,65000,25582,37057,10653,"(1.5e+04,1.52e+05]","(2.97e+04,4.45e+04]","(3.96e+04,4.84e+04]","(1.18e+05,1.58e+05]","(1.26e+03,1.69e+03]","(1.04e+05,1.22e+05]","(3.07e+04,6.14e+04]","(0.291,0.388]","(6e+04,8e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(9.64e+03,1.45e+04]"
38,BUSINESS ECONOMICS,Business,13302,199,3477,1154,0.24919024,8000,46000,33000,58000,1578,4612,1284,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
39,INDUSTRIAL PRODUCTION TECHNOLOGIES,Engineering,4631,73,528,1588,0.75047259,3242,46000,35000,65000,1394,2454,480,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
40,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",Physical Sciences,2116,31,7575,5727,0.430536761,1115,46000,38000,53000,162,1475,124,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
41,ACCOUNTING,Business,198633,2042,27392,9306,0.253583302,123169,45000,34000,56000,11417,39323,10886,"(1e+04,1.17e+04]","(2.97e+04,4.45e+04]","(3.96e+04,4.84e+04]","(1.97e+05,2.36e+05]","(1.69e+03,2.11e+03]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.194,0.291]","(1.2e+05,1.4e+05]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(9.64e+03,1.45e+04]"
42,MATHEMATICS,Computers & Mathematics,72397,541,9005,2908,0.244103081,33738,45000,33000,60000,34800,14829,4569,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(3.95e+04,7.88e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(2.01e+04,4.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
43,COMPUTER AND INFORMATION SYSTEMS,Computers & Mathematics,36698,425,515,1247,0.707718502,21130,45000,30000,60000,13344,11783,1672,"(1.33e+04,1.5e+04]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(2.01e+04,4.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
44,PHYSICS,Physical Sciences,32142,142,39956,32441,0.448098678,14389,45000,30000,68000,18674,4576,1823,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(3.49e+04,5.22e+04]","(3.07e+04,6.14e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
45,MEDICAL TECHNOLOGIES TECHNICIANS,Health,15914,190,2794,2145,0.434298441,9005,45000,36000,50000,5546,7176,1002,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
46,INFORMATION SCIENCES,Computers & Mathematics,11913,158,2960,3291,0.526475764,7378,45000,32500,58000,4390,4102,608,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
47,STATISTICS AND DECISION SCIENCE,Computers & Mathematics,6251,37,23080,9062,0.281936407,2151,45000,26700,60000,2298,1200,343,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
48,APPLIED MATHEMATICS,Computers & Mathematics,4939,45,3916,11998,0.75392736,2593,45000,34000,63000,2437,803,357,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
49,PHARMACOLOGY,Biology & Life Science,1762,3,94519,104114,0.524152583,565,45000,40000,45000,603,478,93,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(8.7e+04,1.04e+05]","(9.21e+04,1.23e+05]","(0.484,0.581]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
50,OCEANOGRAPHY,Physical Sciences,2418,36,752,1666,0.688999173,1595,44700,23000,50000,459,996,186,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
51,ENGINEERING AND INDUSTRIAL MANAGEMENT,Engineering,2906,29,2400,506,0.174122505,1358,44000,30000,50000,482,844,245,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
52,MEDICAL ASSISTING SERVICES,Health,11123,67,500,109,0.178981938,4290,42000,30000,65000,2091,6948,1270,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(6.32e+04,7.35e+04]","(-48.2,4.82e+03]"
53,MATHEMATICS AND COMPUTER SCIENCE,Computers & Mathematics,609,7,803,10320,0.927807246,391,42000,30000,78000,452,67,25,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(7.35e+04,8.38e+04]","(-48.2,4.82e+03]"
54,COMPUTER PROGRAMMING AND DATA PROCESSING,Computers & Mathematics,4168,43,3046,1122,0.269193858,2453,41300,20000,46000,2024,1033,263,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
55,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Biology & Life Science,3831,25,119,699,0.854523227,1584,41000,20000,60000,1369,921,135,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
56,SCHOOL STUDENT COUNSELING,Education,818,4,1667,2164,0.56486557,545,41000,41000,43000,509,221,0,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
57,INTERNATIONAL RELATIONS,Social Science,28187,219,10345,17842,0.632986838,13583,40100,31200,53000,6774,9570,2499,"(6.67e+03,8.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
58,GENERAL BUSINESS,Business,234590,2380,6053,4346,0.4179248,138299,40000,30000,55000,29334,100831,27320,"(1.5e+04,1.52e+05]","(8.9e+04,1.04e+05]","(3.96e+04,4.84e+04]","(1.97e+05,2.36e+05]","(2.11e+03,2.53e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(1.2e+05,1.4e+05]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(2.41e+04,2.89e+04]"
59,ARCHITECTURE,Engineering,46420,362,9658,4582,0.321769663,20026,40000,31000,50000,16178,13724,4221,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
60,INTERNATIONAL BUSINESS,Business,25894,260,1749,690,0.282902829,12823,40000,30000,50000,3383,9482,3046,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
