Rank,Major,Major_category,Total,Sample_size,Men,Women,ShareWomen,Full_time_year_round,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,College_jobs_binned,Non_college_jobs_binned,Median_binned,Total_binned,Sample_size_binned,Men_binned,Women_binned,ShareWomen_binned,Full_time_year_round_binned,P25th_binned,P75th_binned,Low_wage_jobs_binned
61,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health,23551,38,25463,20957,0.451464886,9131,40000,20000,90000,11573,4493,1121,"(1e+04,1.17e+04]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(8.38e+04,9.41e+04]","(-48.2,4.82e+03]"
62,MOLECULAR BIOLOGY,Biology & Life Science,18300,90,4419,371,0.077453027,6183,40000,29000,47000,7225,3145,1168,"(6.67e+03,8.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(-0.000969,0.0969]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
63,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Business,17947,244,7043,1761,0.200022717,10637,40000,30000,51000,2236,8937,1758,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
64,AGRICULTURE PRODUCTION AND MANAGEMENT,Agriculture & Natural Resources,14240,273,7426,10874,0.59420765,9093,40000,25000,50000,1925,6221,1362,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
65,GENERAL AGRICULTURE,Agriculture & Natural Resources,10399,158,1761,1874,0.515543329,5888,40000,30000,50000,2418,4717,839,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
66,MISCELLANEOUS ENGINEERING TECHNOLOGIES,Engineering,8804,125,124,0,0,5825,40000,30400,56000,2446,3896,386,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(-0.000969,0.0969]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
67,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,Engineering,4790,71,894,542,0.377437326,3607,40000,27000,52000,1861,2121,406,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
68,GENETICS,Biology & Life Science,3635,11,1075,1939,0.643331121,1487,40000,34000,45000,1675,678,201,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
69,MISCELLANEOUS SOCIAL SCIENCES,Social Science,3283,28,1499,1784,0.543405422,1530,40000,30000,54000,744,1654,573,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
70,UNITED STATES HISTORY,Humanities & Liberal Arts,3079,22,8697,14854,0.630716318,1274,40000,30000,42000,801,1591,302,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
71,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Psychology & Social Work,3014,24,132238,102352,0.436301633,1409,40000,32000,53000,559,1224,272,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(1.22e+05,1.39e+05]","(9.21e+04,1.23e+05]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
72,AGRICULTURAL ECONOMICS,Agriculture & Natural Resources,2439,44,10624,15270,0.589711902,1528,40000,27000,54000,535,893,94,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
73,PHYSICAL SCIENCES,Physical Sciences,1436,10,10285,7662,0.42692372,653,40000,30000,55000,530,465,269,"(0,1.67e+03]","(-148,1.48e+04]","(3.96e+04,4.84e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
75,CHEMISTRY,Physical Sciences,66530,353,32923,33607,0.505140538,29910,39000,30000,49900,30382,14718,4288,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.484,0.581]","(2.01e+04,4.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
76,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Industrial Arts & Consumer Services,2435,37,1869,566,0.232443532,1752,38400,22500,45000,221,1659,81,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.194,0.291]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
77,BUSINESS MANAGEMENT AND ADMINISTRATION,Business,329927,4212,6383,8849,0.580948004,199897,38000,29000,50000,36720,148395,32395,"(1.5e+04,1.52e+05]","(1.34e+05,1.49e+05]","(3.08e+04,3.96e+04]","(3.15e+05,3.54e+05]","(3.79e+03,4.22e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(1.8e+05,2e+05]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(2.89e+04,3.37e+04]"
78,MARKETING AND MARKETING RESEARCH,Business,205211,2684,11404,7076,0.382900433,127230,38000,30000,50000,25320,93889,27968,"(1.5e+04,1.52e+05]","(8.9e+04,1.04e+05]","(3.08e+04,3.96e+04]","(1.97e+05,2.36e+05]","(2.53e+03,2.95e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(1.2e+05,1.4e+05]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(2.41e+04,2.89e+04]"
79,POLITICAL SCIENCE AND GOVERNMENT,Social Science,182621,1387,93880,88741,0.485929877,83236,38000,28000,50000,36854,66947,19803,"(1.5e+04,1.52e+05]","(5.94e+04,7.42e+04]","(3.08e+04,3.96e+04]","(1.58e+05,1.97e+05]","(1.26e+03,1.69e+03]","(8.7e+04,1.04e+05]","(6.14e+04,9.21e+04]","(0.484,0.581]","(8e+04,1e+05]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(1.93e+04,2.41e+04]"
80,GEOGRAPHY,Social Science,18480,179,173809,156118,0.473189524,8628,38000,30000,50000,5350,6830,1905,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.56e+05,1.74e+05]","(1.54e+05,1.84e+05]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
81,MICROBIOLOGY,Biology & Life Science,15232,62,78857,126354,0.615727227,5080,38000,29600,50000,5577,3174,1246,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(6.96e+04,8.7e+04]","(1.23e+05,1.54e+05]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
82,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,Computers & Mathematics,8066,103,6607,1459,0.180882718,4936,37500,25000,50000,2354,3244,308,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
83,BIOCHEMICAL SCIENCES,Biology & Life Science,39107,174,18951,20156,0.515406449,13785,37400,29000,50000,15654,8394,3012,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
84,BOTANY,Biology & Life Science,1329,9,626,703,0.52896915,740,37000,26000,40000,677,184,56,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
85,COMPUTER NETWORKING AND TELECOMMUNICATIONS,Computers & Mathematics,7613,97,5291,2322,0.305004597,4369,36400,27000,49000,2593,2941,352,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
86,GEOLOGY AND EARTH SCIENCE,Physical Sciences,10972,78,5813,5159,0.470196865,5008,36200,28000,47000,4858,2792,959,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
87,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Business,24497,264,4435,9093,0.672161443,15446,36000,28000,45000,2406,9629,1906,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
88,PRE-LAW AND LEGAL STUDIES,Law & Public Policy,13528,92,809,1169,0.591001011,5370,36000,29200,46000,2002,6454,1336,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
89,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,Health,13386,81,413,973,0.702020202,5868,36000,23000,42000,5652,3835,1422,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
90,PUBLIC ADMINISTRATION,Law & Public Policy,5629,46,2947,2682,0.476461183,2952,36000,23000,60000,919,2313,496,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(5.29e+04,6.32e+04]","(-48.2,4.82e+03]"
91,GEOSCIENCES,Physical Sciences,1978,18,1589,11797,0.881293889,1011,36000,21000,41000,784,591,221,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
92,SOCIAL PSYCHOLOGY,Psychology & Social Work,1386,8,6184,18313,0.747560926,529,36000,34000,45000,434,593,37,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(3.38e+04,4.14e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
93,ENVIRONMENTAL SCIENCE,Biology & Life Science,25965,225,10787,15178,0.584556133,10916,35600,25000,40200,8149,10076,3175,"(6.67e+03,8.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
94,COMMUNICATIONS,Communications & Journalism,213996,2394,476,209,0.305109489,116251,35000,27000,45000,40763,97964,27440,"(1.5e+04,1.52e+05]","(8.9e+04,1.04e+05]","(3.08e+04,3.96e+04]","(1.97e+05,2.36e+05]","(2.11e+03,2.53e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(1e+05,1.2e+05]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(2.41e+04,2.89e+04]"
95,CRIMINAL JUSTICE AND FIRE PROTECTION,Law & Public Policy,152824,1728,3156,451,0.125034655,88548,35000,26000,45000,24348,88858,18404,"(1.5e+04,1.52e+05]","(7.42e+04,8.9e+04]","(3.08e+04,3.96e+04]","(1.18e+05,1.58e+05]","(1.69e+03,2.11e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(8e+04,1e+05]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(1.45e+04,1.93e+04]"
96,COMMERCIAL ART AND GRAPHIC DESIGN,Arts,103480,1186,8617,5156,0.374355623,52243,35000,25000,45000,37389,38119,14839,"(1.5e+04,1.52e+05]","(2.97e+04,4.45e+04]","(3.08e+04,3.96e+04]","(7.88e+04,1.18e+05]","(844,1.26e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(4.01e+04,6e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(1.45e+04,1.93e+04]"
97,JOURNALISM,Communications & Journalism,72619,843,8739,22456,0.719858952,39524,35000,26000,42900,23279,26672,8512,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
98,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Physical Sciences,62052,427,70619,143377,0.669998505,28966,35000,24000,50000,17923,22039,5751,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(6.96e+04,8.7e+04]","(1.23e+05,1.54e+05]","(0.581,0.678]","(2.01e+04,4.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
99,ADVERTISING AND PUBLIC RELATIONS,Communications & Journalism,53162,681,23736,48883,0.673143392,30932,35000,27000,47000,9659,23059,7214,"(8.33e+03,1e+04]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(423,844]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.581,0.678]","(2.01e+04,4.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
100,AREA ETHNIC AND CIVILIZATION STUDIES,Humanities & Liberal Arts,31195,249,12862,40300,0.758060269,13109,35000,24500,44000,8465,11818,3677,"(8.33e+03,1e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
101,SPECIAL NEEDS EDUCATION,Education,28739,246,11431,6604,0.366176878,16642,35000,32000,42000,20185,3797,1179,"(1.5e+04,1.52e+05]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
102,PHYSIOLOGY,Biology & Life Science,22060,99,2682,26057,0.906677337,7588,35000,20000,50000,6587,6894,2237,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.872,0.97]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
103,CRIMINOLOGY,Social Science,19879,214,8422,13638,0.618223028,10548,35000,25000,45000,3373,10605,1895,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
104,NUTRITION SCIENCES,Health,18909,118,4944,8719,0.63814682,6625,35000,26000,45000,6535,5473,2449,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
105,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Health,18109,184,2817,9479,0.770901106,10982,35000,27000,42000,2589,8592,1391,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
106,COMMUNICATION TECHNOLOGIES,Computers & Mathematics,18035,208,2563,16346,0.864456079,9085,35000,25000,45000,4545,8794,2495,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
107,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Industrial Arts & Consumer Services,15150,180,2744,1299,0.321296067,9170,35000,22000,52000,4575,6147,557,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.291,0.388]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
108,NATURAL RESOURCES MANAGEMENT,Agriculture & Natural Resources,13773,152,27015,35037,0.564639335,6954,35000,25000,42000,4333,5808,1405,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(3.07e+04,6.14e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
109,NEUROSCIENCE,Biology & Life Science,13663,53,80231,72593,0.47501047,5482,35000,30000,44000,5605,2301,902,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(6.96e+04,8.7e+04]","(6.14e+04,9.21e+04]","(0.388,0.484]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
110,MULTI/INTERDISCIPLINARY STUDIES,Interdisciplinary,12296,128,10031,9848,0.495397153,6234,35000,25000,44000,5176,3903,1061,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
111,ATMOSPHERIC SCIENCES AND METEOROLOGY,Physical Sciences,4043,32,13257,1893,0.124950495,2161,35000,28000,50000,1808,1317,237,"(1.67e+03,3.33e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.0969,0.194]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
112,FORESTRY,Agriculture & Natural Resources,3607,48,32041,71439,0.690365288,1763,35000,28600,48000,1096,1692,327,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(1.75e+04,3.49e+04]","(6.14e+04,9.21e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
113,SOIL SCIENCE,Agriculture & Natural Resources,685,4,4266,13843,0.764426528,383,35000,18500,44000,355,144,0,"(0,1.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
114,GENERAL EDUCATION,Education,143718,919,26893,116825,0.812876606,73531,34000,26000,41000,82007,31112,11443,"(1.5e+04,1.52e+05]","(2.97e+04,4.45e+04]","(3.08e+04,3.96e+04]","(1.18e+05,1.58e+05]","(844,1.26e+03]","(1.75e+04,3.49e+04]","(9.21e+04,1.23e+05]","(0.775,0.872]","(6e+04,8e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(9.64e+03,1.45e+04]"
115,HISTORY,Humanities & Liberal Arts,141951,1058,280,524,0.651741294,59218,34000,25000,47000,35336,54569,16839,"(1.5e+04,1.52e+05]","(4.45e+04,5.94e+04]","(3.08e+04,3.96e+04]","(1.18e+05,1.58e+05]","(844,1.26e+03]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(4.01e+04,6e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(1.45e+04,1.93e+04]"
116,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Humanities & Liberal Arts,48246,342,3872,10365,0.728032591,20056,34000,25000,45000,15051,18193,5267,"(1.5e+04,1.52e+05]","(1.48e+04,2.97e+04]","(3.08e+04,3.96e+04]","(3.95e+04,7.88e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(4.82e+03,9.64e+03]"
117,INTERCULTURAL AND INTERNATIONAL STUDIES,Humanities & Liberal Arts,24650,184,9950,10248,0.507376968,8801,34000,24000,45000,4956,10343,3168,"(3.33e+03,5e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.484,0.581]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
118,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Education,20198,157,12835,35411,0.733967583,8871,34000,23050,42000,10928,5561,1806,"(1e+04,1.17e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(3.07e+04,6.14e+04]","(0.678,0.775]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
119,COMMUNITY AND PUBLIC HEALTH,Health,19735,130,8575,16075,0.652129817,7460,34000,21000,45000,5225,7385,1854,"(5e+03,6.67e+03]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.581,0.678]","(-88.8,2.01e+04]","(1.84e+04,2.62e+04]","(4.26e+04,5.29e+04]","(-48.2,4.82e+03]"
120,MATHEMATICS TEACHER EDUCATION,Education,14237,123,4103,15632,0.792095262,8073,34000,30000,40000,10699,1977,786,"(1e+04,1.17e+04]","(-148,1.48e+04]","(3.08e+04,3.96e+04]","(-270,3.95e+04]","(-2.21,423]","(-54.7,1.75e+04]","(-307,3.07e+04]","(0.775,0.872]","(-88.8,2.01e+04]","(2.62e+04,3.38e+04]","(3.23e+04,4.26e+04]","(-48.2,4.82e+03]"
